Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D1,OSTCXBTHC1E,OSTCXBTHC1E,58.0,-62.0,-90.0,top
J1,Conn_01x04,PinHeader_1x04_P2.54mm_Vertical,51.0,-61.99,180.0,bottom
R1,R,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,58.0,-66.05,0.0,bottom
R2,R,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,58.0,-62.0,0.0,bottom
R3,R,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,58.0,-57.95,0.0,bottom
