Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J3,~,TH_XT90PB-F,57.75,-41.25,90.0,top
J4,~,TH_XT90PB-F,82.75,-41.25,90.0,top
J5,~,TH_XT90PB-F,47.5,-56.625,90.0,top
J6,~,TH_XT90PB-F,94.5,-55.625,90.0,top
J7,Conn_01x02_Pin,JST_VH_B2PS-VH_1x02_P3.96mm_Horizontal,65.0,-83.625,0.0,top
