Comment,Designator,Footprint,LCSC,Quantity
Conn_01x02_Pin,J5,JST_VH_B2PS-VH_1x02_P3.96mm_Horizontal,,1
Conn_01x02_Socket,J4,AMASS_XT60PW-F_1x02_P7.20mm_Horizontal,,1
Conn_01x02_Socket,J3,AMASS_XT60PW-F_1x02_P7.20mm_Horizontal,,1
Conn_01x02_Socket,J1,AMASS_XT60PW-F_1x02_P7.20mm_Horizontal,,1
Conn_01x02_Socket,J2,AMASS_XT60PW-F_1x02_P7.20mm_Horizontal,,1
