Designator,Mid X,Mid Y,Rotation,Layer
D1,100.0,-100.0,270.0,top
J1,93.0,-99.99,180.0,bottom
R1,100.0,-104.05,0.0,bottom
R2,100.0,-100.0,0.0,bottom
R3,100.0,-95.95,0.0,bottom
